question,gold answer,KITLM,"GPT3.5-turbo ChatGPT, 1 shot",GPT3_FineTuned_2-epochs
What environmental issue caused [AccidentNumber_FTW02LA001]?,___Unknown___EnvironmentalIssue,___unknown___environmentalissue,N/A (There is no mention of an environmental issue in AccidentNumber_FTW02LA001), ___unknown___environmentalissue
What medical certification does [Pilot_MIA05LA001] have?,Class 2 With Waivers/Limitations,class 2 with waivers/limitations,N/A, ___unknown___medicalcertification
What is the second event associated with [AccidentNumber_FTW94LA217]?,FORCED_LANDING,forced_landing,N/A (The question requires additional information), ___unknown___secondevent 
What is the total injury associated with [AccidentNumber_ATL02FA162]?,2 Fatal,2 fatal,N/A (There is no AccidentNumber_ATL02FA162 in the prompt),"1 fatal, 1 serious, 1 minor"
In which country did [AccidentNumber_CHI02LA018] occur?,IL,mi,N/A, ___unknown___country
What caused [AccidentNumber_ATL91FA148]?,AIRCRAFTPREFLIGHT|FUELSUPPLY|LACKOFFAMILIARITYWITHAIRCRAFT|FLUIDFUEL,fluidfuel,N/A (There is no AccidentNumber_ATL91FA148 on record), ___unknown___causeofaccident
What is the runway surface condition associated with [AccidentNumber_LAX04CA309]?,___Unknown___RunwaySurfaceCondition,___unknown___runwaysurfacecondition,N/A, ___unknown___runwaysurfacecondition
What is the airframe total time associated with [Registration_N345MC]?,___Unknown___AirframeTotalTime,___unknown___airframetotaltime,N/A, Unknown
What is the second event associated with [AccidentNumber_DEN91LA094]?,LOSS_OF_CONTROL_-_IN_FLIGHT,forced_landing,N/A, ___unknown___secondevent 
In which country did [AccidentNumber_ATL05CA095] occur?,TN,tn,N/A, Unknown
What is the lowest cloud condition associated with [AccidentNumber_MIA02FA037]?,___Unknown___LowestCloudCondition,___unknown___lowestcloudcondition,N/A, ___unknown___cloudcondition
What is the airplane rating associated with [Pilot_ANC01LA131]?,Single-engineLand;Single-engineSea,single-engineland;single-enginesea,N/A (There is no AccidentNumber mentioned to check for the associated airplane rating.), ___unknown___airplanerating
What is the third event associated with [AccidentNumber_MIA02LA165]?,ON_GROUND/WATER_ENCOUNTER_WITH_TERRAIN/WATER,on_ground/water_encounter_with_terrain/water,N/A, ___unknown___thirdevent 
What is the seat occupancy associated with [Pilot_MIA02FA048]?,Left,left,N/A,2
What is the fourth event associated with [AccidentNumber_CHI98LA235]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER,in_flight_collision_with_terrain/water,N/A, ___unknown___fourthevent
What is the second event associated with [AccidentNumber_IAD05LA029]?,FORCED_LANDING,loss_of_engine_power(total)_-_nonmechanical,N/A (There is no information provided about a second event associated with AccidentNumber_IAD05LA029), ___unknown___secondevent 
What is the engine manufacturer associated with [Registration_N2575P]?,___Unknown___EngineManufacturer,___unknown___enginemanufacturer,N/A, Lycoming
What is the first event associated with [AccidentNumber_MIA88LA050]?,UNDERSHOOT,undershoot,N/A (The question requires access to a specific database or document containing information on aviation accidents.),collisionwithterrain
What flight plan was filed for [AccidentNumber_ATL03LA124]?,IFR,ifr,N/A, IFR
What is the runway surface condition associated with [AccidentNumber_LAX05FA255]?,Dry,dry,N/A, ___unknown___runwaysurfacecondition
What is the aircraft damage associated with [AccidentNumber_DEN01LA062]?,Substantial,substantial,N/A,substantial
What is the Visual Flight Rules approach associated with [AccidentNumber_NYC02LA090]?,FullStop,fullstop,What is the Visual Flight Rules approach associated with AccidentNumber_NYC02LA090?   Your response: N/A, ___unknown___visualflightrulesapproach 
What are the other persons on board associated with [AccidentNumber_DEN01LA158]?,PASSENGER,passenger,N/A (Insufficient information provided to determine the answer),"1 pilot, 1 passenger"
What is the restraint used associated with [Pilot_NYC02LA101]?,"Seatbelt, Shoulder harness",seatbelt,N/A,seatbelt
What is the first event associated with [AccidentNumber_FTW85LA070]?,IN_FLIGHT_ENCOUNTER_WITH_WEATHER_-_LOW_CEILING,in_flight_encounter_with_weather_-_low_ceiling,N/A. It is not possible to determine the first event associated with an accident without access to the accident report.,collisionwithterrain
What is the Visual Flight Rules approach associated with [AccidentNumber_FTW03LA034]?,___Unknown___VisualFlightRulesApproach,___unknown___visualflightrulesapproach,N/A, ___unknown___visualflightrulesapproach 
What is the restraint used associated with [Pilot_DFW05LA115]?,"Seatbelt, Shoulder harness","seatbelt, shoulder harness",N/A, ___unknown___restraintused 
What was the result of the last inspection for [Registration_N70P]?,___Unknown___TypeOfLastInspection,___unknown___typeoflastinspection,N/A, ___unknown___lastinspectionresult
What is the third event associated with [AccidentNumber_LAX88DUM01]?,LOSS_OF_CONTROL_-_IN_FLIGHT,nose_gear_collapsed,N/A, ___unknown___thirdevent
What passanger injury is associated with [AccidentNumber_LAX05CA252]?,2 None,1 none,N/A (There is no AccidentNumber_LAX05CA252 according to FAA records),1 none
What is the airplane rating associated with [Pilot_FTW02LA010]?,Multi-engineLand;Single-engineLand,multi-engineland;single-engineland,N/A, private
What is the aircraft issue that caused [AccidentNumber_IAD01LA035]?,___Unknown___AircraftIssue,___unknown___aircraftissue,N/A., ___unknown___aircraftissue
What is the first event associated with [AccidentNumber_DEN02LA067]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER,loss_of_control_-_on_ground/water,N/A (Insufficient information provided to determine the first event associated with AccidentNumber_DEN02LA067),collisionwithterrain
What caused [AccidentNumber_FTW98LA141]?,COMPENSATIONFORWINDCONDITIONS|LACKOFTOTALEXPERIENCEINTYPEOPERATION|WEATHERCONDITION,compensationforwindconditions,N/A, ___unknown___causeofaccident
In which country did [AccidentNumber_FTW01LA113] occur?,OK,ok,N/A, united states
What is the seat occupancy associated with [Pilot_FTW01LA073]?,Left,left,N/A,2
What is the second event associated with [AccidentNumber_LAX07TA001]?,LOSS_OF_CONTROL_-_IN_FLIGHT,in_flight_collision_with_terrain/water,N/A, ___unknown___secondevent 
What is the Visual Flight Rules approach associated with [AccidentNumber_NYC05CA090]?,TouchAndGo;Traffic,touchandgo;traffic,N/A (There is no mention of Visual Flight Rules approach in AccidentNumber_NYC05CA090), ___unknown___visualflightrulesapproach 
What environmental issue caused [AccidentNumber_LAX02LA035]?,___Unknown___EnvironmentalIssue,___unknown___environmentalissue,N/A, ___unknown___environmentalissue
What is the Flight Crew associated with [AccidentNumber_MKC82DA092]?,PILOT_IN_COMMAND,pilot_in_command,N/A,Pilot_in_command
What is the second event associated with [AccidentNumber_CHI01LA263]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER,forced_landing,N/A, ___unknown___secondevent 
What caused [AccidentNumber_MKC89LA018]?,VISUALLOOKOUT|OBJECT|CLEARANCE,clearance,N/A, ___unknown___causeofaccident
What is the seat occupancy associated with [Pilot_ANC02LA113]?,Front,front,N/A,2
Who was the responsible for maintainence and repair for the accident associated with [AccidentNumber_MIA03LA090]?,COMPANY_MAINTENANCE_PERSONNEL,company_maintenance_personnel,N/A (The question does not provide information on maintenance and repair responsibility for AccidentNumber_MIA03LA090.), ___unknown___maintenanceandrepairperson
What is the runway surface type associated with [AccidentNumber_ANC01LA053]?,Gravel,gravel,N/A (The provided AccidentNumber is invalid or cannot be found), ___unknown___runwaysurfacetype
What does [Registration_N474BG] have in terms of an emergency locator transmitter?,"Installed, activated, did not aid in locating accident","installed, activated, did not aid in locating accident",N/A, ___unknown___elt
What was the result of the last inspection for [Registration_N60BR]?,Annual,annual,N/A (There is no information provided about Registration_N60BR's last inspection result), ___unknown___lastinspectionresult
What medical certification does [Pilot_ANC02LA088] have?,Class 3 Valid Medical--w/ waivers/lim.,class 3 valid medical--w/ waivers/lim.,N/A, ___unknown___medicalcertification
What is the Visual Flight Rules approach associated with [AccidentNumber_CHI05CA085]?,WreckageAndImpactInformation,wreckageandimpactinformation,What is the Visual Flight Rules approach associated with AccidentNumber_CHI05CA085?  N/A, ___unknown___visualflightrulesapproach 
What airworthiness certificate does [Registration_N23108] have?,Normal,normal,N/A (The airworthiness certificate for Registration_N23108 is not provided in the given context), ___unknown___airworthinesscertificate
What is the second event associated with [AccidentNumber_FTW91LA075]?,LOSS_OF_CONTROL_-_IN_FLIGHT,forced_landing,N/A, ___unknown___secondevent 
What is the first event associated with [AccidentNumber_FTW03FA055]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER,in_flight_collision_with_terrain/water,N/A (There is no information regarding the accident number FTW03FA055 available to determine the first event associated with it),collision with terrain
What is the condition of light associated with [AccidentNumber_LAX05LA253]?,Day,day,N/A, day
What is the landing gear associated with [Registration_N673KD]?,Tailwheel,tailwheel,N/A, ___unknown___landinggear
What caused [AccidentNumber_CHI81LA106]?,PROPERALTITUDE|AIRCRAFTCONTROL,properaltitude,N/A (Insufficient information provided to determine the cause of the accident), ___unknown___causeofaccident
What [instrument rating] does [Pilot_CHI03LA187] have?,Airplane,airplane,N/A, ___unknown___instrumentrating
What is the lowest ceiling associated with [AccidentNumber_LAX04CA309]?,___Unknown___LowestCeiling,___unknown___lowestceiling,N/A (There is no information provided about the ceiling associated with AccidentNumber_LAX04CA309), ___unknown___lowestceiling
What is the third event associated with [AccidentNumber_FTW85LA240]?,MAIN_GEAR_COLLAPSED,loss_of_control_-_in_flight,N/A, ___unknown___thirdevent
What is the crew injury associated with [AccidentNumber_NYC03FA001]?,1 Fatal,1 fatal,N/A,1 minor
What engine is associated with [Registration_N5QV]?,1Reciprocating,1reciprocating,N/A, Lycoming O-360-A4M
What is the Visual Flight Rules approach associated with [AccidentNumber_MIA03LA010]?,TrafficPattern,___unknown___visualflightrulesapproach,N/A (The accident report for MIA03LA010 does not mention anything about a Visual Flight Rules approach.), ___unknown___visualflightrulesapproach 
What environmental issue caused [AccidentNumber_DFW05CA079]?,___Unknown___EnvironmentalIssue,___unknown___environmentalissue,N/A, ___unknown___environmentalissue
What is the seat occupancy associated with [Pilot_NYC02LA003]?,Center,left,N/A,2
What flight plan was filed for [AccidentNumber_ANC01LA039]?,VFR,vfr,N/A, ___unknown___flightplan
What is the first event associated with [AccidentNumber_MIA02LA002]?,LOSS_OF_CONTROL_-_ON_GROUND/WATER,loss_of_engine_power,N/A (the AccidentNumber provided is not a valid one),collisionwithterrain
What is the second event associated with [AccidentNumber_ANC03LA016]?,FORCED_LANDING,loss_of_control_-_on_ground/water,N/A, ___unknown___secondevent 
What is the Visual Flight Rules approach associated with [AccidentNumber_FTW03LA004]?,___Unknown___VisualFlightRulesApproach,___unknown___visualflightrulesapproach,N/A (There is no mention of Visual Flight Rules approach in the accident report for AccidentNumber_FTW03LA004), ___unknown___visualflightrulesapproach 
What is the Visual Flight Rules approach associated with [AccidentNumber_CHI05CA040]?,WreckageAndImpactInformation,wreckageandimpactinformation,N/A, ___unknown___visualflightrulesapproach 
What caused [AccidentNumber_CHI98LA089]?,TERRAINCONDITION|WEATHERCONDITION|ACFT/EQUIPINADEQUATEDESIGN|FUELSYSTEMCARBURETOR,terraincondition,N/A, ___unknown___causeofaccident
What caused [AccidentNumber_FTW87LA024]?,GEAREXTENSION|TERRAINCONDITION|FLIGHTPLANNING/DECISION|LANDINGGEARNOSEGEAR|ALTITUDE|LANDINGGEARTIRE,landinggearnosegear,N/A, ___unknown___causeofaccident
What engine is associated with [Registration_N8772M]?,1Reciprocating,1reciprocating,N/A (insufficient information provided), ___unknown___engines
What medical certification does [Pilot_CHI02LA226] have?,Class 3 Valid Medical--no waivers/lim.,class 3 valid medical--no waivers/lim.,N/A,certifiedinstrumentpilot
What instructor rating does [Pilot_MIA02LA057] have?,Airplane Single-engine; Instrument Airplane,airplane multi-engine; airplane single-engine; instrument airplane,N/A, ___unknown___instructorrating
What airspace is associated with [AccidentNumber_NYC02LA070]?,ClassG,classg,N/A (not enough information given to determine airspace), ___unknown___airspacetype
What was the result of the last inspection for [Registration_N5483H]?,Annual,annual,N/A, ___unknown___lastinspectionresult
Who was the responsible for maintainence and repair for the accident associated with [AccidentNumber_SEA00TA013]?,COMPANY_MAINTENANCE_PERSONNEL,company_maintenance_personnel,N/A (The question is not applicable as the accident number provided is invalid or does not exist in the database), ___unknown___maintenanceandrepairperson
What is the restraint used associated with [Pilot_IAD04LA019]?,"Seatbelt, Shoulder harness","seatbelt, shoulder harness",N/A (There is no mention of any restraint used in the AccidentNumber Pilot_IAD04LA019 report), ___unknown___restraintused 
What is the seat occupancy associated with [Pilot_FTW02LA136]?,Left,left,N/A,2
What is the aircraft damage associated with [AccidentNumber_ANC05CA040]?,Substantial,substantial,N/A, none
What is the third event associated with [AccidentNumber_LAX03FA147]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER,in_flight_collision_with_terrain/water,N/A, ___unknown___thirdevent
What is the lowest cloud condition associated with [AccidentNumber_LAX05LA253]?,Clear,clear,N/A. There is no mention of cloud conditions in the accident report for AccidentNumber_LAX05LA253., ___unknown___cloudcondition
