question,gold answer,KITLM,"GPT3.5-turbo ChatGPT, 1 shot",GPT3_FineTuned_2-epochs
When was the last inspection of the registered aircraft involved in [AccidentNumber_FTW02LA001],Annual,annual,N/A, ___unknown___lastinspection___unknown___lastinspection___unknown___lastinspection___unknown___lastinspection___unknown___lastinspection___unknown___lastinspection___unknown___lastinspection___unknown___lastinspection___unknown
What caused the accident of aircraft registered with [Registration_N45008],WEATHERCONDITION|___Unknown___AircraftIssue|___Unknown___EnvironmentalIssue|FLIGHTINTOADVERSEWEATHER|ALTITUDE/CLEARANCE,___unknown___environmentalissue,N/A,unknownpersonnel/equipmentinadequatecondition/maintenancepersonnel/maintenancepersonnel/equipmentinadequatecondition/personnel/personnel/personnel/personnel/personnel/personnel/personnel/person
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_DEN05LA109],Multi-engineLand;Single-engineLand,single-engineland,N/A (The accident number provided is not valid),Single-engineland;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-
What is the operator of the registered aircraft involved in [AccidentNumber_FTW01LA113],Airman Flight School Inc.,johnny thornley,N/A (insufficient information provided),"Cessna Aircraft Company, Inc."
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_CHI04LA026],Class 3 Valid Medical--no waivers/lim.,class 3 valid medical--w/ waivers/lim.,Commercial pilot's certificate with ratings for airplane single-engine land and sea and airplane multi-engine land with an instrument rating., Class 2 valid medical--w/ waivers/lim. waivers/lim. not
What is the engine model of the registered aircraft involved in [AccidentNumber_MIA02FA079],IO-540-C4B5,tio-540-j2bd,N/A,1a-b1a-a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a
Which cities have the accidents of the aircraft registered with [Registration_N7815Z] occurred in,Mazama,eden,N/A (There is no information provided on accidents of the aircraft registered with Registration_N7815Z),"denver,colorado"
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_DEN04LA019],Not installed,"installed, not activated",N/A,"installed,not activated/used,not installed/used,not activated/used,not installed/used,not activated/used,not installed/used,not activated/used,not installed/used,not activated/used,not installed/"
What is the engine type of the registered aircraft involved in [AccidentNumber_ANC01LA097],1Reciprocating,1reciprocating,N/A,turbo-jet-turbofan-turboprop-turboshaft-turboshaft-turboshaft-turboshaft-turboshaft-turboshaft
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_IAD04CA009],Cessna,cessna,N/A,craigaircraft.com/aircraft/craig-aircraft-c-a-2-0-1/craig-aircraft-c-a-2-0-1-aircraft-manufacturer
What caused the accident of aircraft registered with [Registration_N2938J],___Unknown___AircraftIssue|OBJECT|___Unknown___EnvironmentalIssue,___unknown___aircraftissue,N/A,unknownpersonnel/equipmentinadequatecondition/maintenancepersonnel/maintenancepersonnel/equipmentinadequatecondition/personnel/personnel/personnel/personnel/personnel/personnel/personnel/person
What is the operator of the registered aircraft involved in [AccidentNumber_LAX02LA121],"Cobb International, Inc.",philip s. lankford,N/A (Insufficient information provided. AccidentNumber_LAX02LA121 does not exist in the given context.),"Cessna Aircraft Company, Inc."
What is the engine model of the registered aircraft involved in [AccidentNumber_NYC04CA022],O-470-R,o-320,N/A,1a-b1a-a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a
What could have contributed to the cause of the accident [AccidentNumber_CHI82DA229],OTHER,other,N/A (Insufficient information provided),other_aircraft_personnel_operation_personnel_management_personnel_management_personnel_management_personnel_management_personnel_management_personnel_management_personnel_management_personnel_management_
What could have contributed to the cause of the accident [AccidentNumber_FTW90FA002],PILOT_IN_COMMAND|PILOT_IN_COMMAND,pilot_in_command,N/A (No accident code provided),other_maintenance_personnel_personnel_of_other_aircraft_organizations_personnel_of_other_organizations_personnel_of_unknown_organization_personnel_of_unknown_organization
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_IAD05LA009],Continental,lycoming,N/A (The engine manufacturer is not mentioned in the provided accident identification code),turbomeca.com/engines/turbomeca_tmb-2-2a1-2a1-2a1-2a1-2a1-2a1-2a1-2a
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_FTW01LA113],Lycoming,lycoming,N/A,turbomeca.com/engines/turbomeca_tmb-2-2a1-2a1-2a1-2a1-2a1-2a1-2a1-2a
When was the last inspection of the registered aircraft involved in [AccidentNumber_CHI04CA113],Annual,annual,N/A, ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_NYC04LA151],Normal,normal,Standard.,normal;aircraft not required to be registered in Canada;no airworthiness certificates issued for aircraft of type involved in accident;no waivers issued for aircraft of type involved in accident;no waivers issued for aircraft of type involved in accident;no waivers issued
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_ATL05FA048],Single-engineLand,multi-engineland;single-engineland,N/A,Single-engineland;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_DEN03LA061],___Unknown___AirframeTotalTime,___unknown___airframetotaltime,N/A,1408.0 hours at time of accident.
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_ANC03LA025],LYCOMING,lycoming,N/A,turbomeca.com/engines/turbomeca_tmb-2-2a1-2a1-2a1-2a1-2a1-2a1-2a1-2a
What is the landing gear type of the registered aircraft involved in [AccidentNumber_CHI01LA195],Tailwheel,retractable-tricycle,Retractable tricycle.,tricycle
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_ATL03LA029],Lycoming,lycoming,N/A,turbomeca.com/engines/turbomeca_tmb-2-2a1-2a1-2a1-2a1-2a1-2a1-2a1-2a
What is the operator of the registered aircraft involved in [AccidentNumber_LAX04LA119],Westwind Aeronautics,philip s. lankford,N/A - There is no AccidentNumber_LAX04LA119 on record.,"Cessna Aircraft Company, Inc."
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_NYC04LA063],___Unknown___AirframeTotalTime,7452 hours at time of accident,N/A (The Airframe Total Time information is not available in the provided AccidentNumber_NYC04LA063 report),1408.0 hours at time of accident.
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_CHI02LA115],Multi-engineLand;Single-engineLand,single-engineland,Private Pilot.,Single-engineland;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_DEN05LA060],Lycoming,lycoming,N/A,turbomeca.com/engines/turbomeca_turbofan_l-410.html.engines/turbomeca_turbofan_l-410.html.engines/turb
What is the engine model of the registered aircraft involved in [AccidentNumber_ATL04CA172],O-235,io-360-l2a,N/A (The engine model is not listed in the accident report),1a-b1a-a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a
What is the engine type of the registered aircraft involved in [AccidentNumber_FTW01LA045],1Reciprocating,1reciprocating,N/A,turbo-jet-turbofan-turboprop-turboshaft-turboshaft-turboshaft-turboshaft-turboshaft-turboshaft
What could have contributed to the cause of the accident [AccidentNumber_WPR12LA090],STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND|Notattained/maintained,pilot_in_command,Pilot error / misjudgment.,_unknown_personnel_management_personnel_management_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_person
What could have contributed to the cause of the accident [AccidentNumber_CEN09LA274],NOT_SPECIFIED|PILOT_IN_COMMAND|GROUNDCREW|STUDENT_PILOT|FLIGHTCREW|InadequateInspection|FluidType|Notserviced/maintained|FluidManagement|FluidLevel|FluidCondition|NotSpecified|NotInspected,fluidcondition,"N/A (No accident with the identifier ""AccidentNumber_CEN09LA274"" found in the database)",_unknown_personnel_management_personnel_management_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_person
What could have contributed to the cause of the accident [AccidentNumber_ERA09LA435],INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND|STUDENT_PILOT|PASSENGER,pilot_in_command,"Flap actuator failure, which resulted in a loss of control of the airplane.",_unknown_personnel_management_personnel_management_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_person
What is the aircraft model of the registered aircraft involved in [AccidentNumber_LAX02LA037],8KCAB,pa-28-161,N/A,c-46b-2a-1b-2b-2d-2e-2f-2g-2h-2i-2j-2k-2l-2m-2n-2o-
What is the aircraft model of the registered aircraft involved in [AccidentNumber_LAX02LA077],T-34B/D-45,pa-28-161,N/A (The accident number provided is not valid),c-46b-2a-1b-2b-1b-1b-1b-1b-1b-1b-1b-1b-1b-1b-1b-1b-
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_FTW04LA202A],Cessna,cessna,N/A (The provided AccidentNumber is invalid and not recognized by the system),craigaircraft.com/aircraft/craig-aircraft-c-a-2-0-1/craig-aircraft-c-a-2-0-1-aircraft-manufacturer
What is the landing gear type of the registered aircraft involved in [AccidentNumber_ANC04LA060],Tailwheel,tailwheel,N/A,tricycle
What caused the accident of aircraft registered with [Registration_N71409],___Unknown___AircraftIssue|___Unknown___EnvironmentalIssue,___unknown___environmentalissue,N/A,flightplan/navigationplan/aircraftconfiguration/flightplan/navigationplan/aircraftconfiguration/flightplan/navigationplan/aircraftconfiguration/flightplan/navigationplan/aircraftconfiguration/flightplan
Which cities have the accidents of the aircraft registered with [Registration_N787KL] occurred in,Rawlins,strafford,N/A. The question pertains to a specific aircraft registration number and does not mention any accidents involving it.,"Baton Rouge,Louisiana;Baton Rouge,Louisiana;Baton Rouge,Louisiana;Baton Rouge,Louisiana;Baton Rouge,Louisiana;Baton Rouge,Louisiana;Baton Rouge,Louisiana;B"
What could have contributed to the cause of the accident [AccidentNumber_GAA17CA168],STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND|Incorrectuse/operation|Damaged/degraded|Malfunction,not_specified,N/A as no accident number is provided.,_unknown_personnel_condition_at_time_of_occurrence_of_accident_of_other_personnel_personnel_management_of_personnel_condition_at_time_of_occurrence_
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_ATL05CA123],Single-engineLand,single-engineland,N/A,Single-engineland;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_DEN04LA056],Private,private,N/A (The pilot's certificate is not mentioned in the accident report.),Private;commercial;flightengineer;flightengineerinstructor;flightengineerinstructorinflightacademy;flightengineerinstructorinflightacademyinflightacademy;flightengineerinstructor
What caused the accident of aircraft registered with [Registration_N185NR],___Unknown___AircraftIssue|___Unknown___EnvironmentalIssue|DIRECTIONALCONTROL|WEATHERCONDITION,___unknown___aircraftissue,N/A,unknownpersonnel/equipmentinadequatecondition/maintenancepersonnel/maintenancepersonnel/equipmentinadequatecondition/personnel/personnel/personnel/personnel/personnel/personnel/personnel/person
